angle,speed
-11.870048974083664,1.870048974083664
-14.039383692351244,4.039383692351244
-6.834156020516163,-3.1658439794838364
-23.423032516583653,13.423032516583653
-30.548068383281603,20.548068383281603
1.9005048147032806,-11.90050481470328
8.230760097275612,-18.230760097275613
-5.373337903348086,-4.626662096651914
-2.2456261426361563,-7.754373857363843
-4.56070184609531,-5.43929815390469
-7.672678978847415,-2.327321021152585
-7.370466756970212,-2.6295332430297877
-29.446566939696112,19.446566939696112
-12.487021083827134,2.487021083827135
2.5823361600321624,-12.582336160032163
1.1393039716966884,-11.139303971696688
-21.602678435781307,11.602678435781307
-27.978107839178243,17.978107839178243
-9.068308832653146,-0.9316911673468535
-12.1547268267969,2.1547268267969004
-18.435228786226283,8.435228786226284
-10.325793794327927,0.325793794327927
-6.284908829527139,-3.715091170472861
-7.289755329102263,-2.710244670897737
-0.3211857186162854,-9.678814281383715
-25.00544185642383,15.005441856423829
-8.212993722373835,-1.787006277626165
-2.8746941950489036,-7.125305804951097
-11.322873266723954,1.3228732667239544
-8.991520350370765,-1.0084796496292356
-9.486203742596297,-0.5137962574037029
-9.41579109613778,-0.58420890386222
-8.303492614246615,-1.696507385753386
-15.907710608057732,5.907710608057732
-14.17870141123408,4.17870141123408
-2.0144856855757114,-7.985514314424289
-16.26465204917521,6.264652049175213
8.2605413071955,-18.2605413071955
-26.05633280649365,16.05633280649365
-6.941809046463985,-3.058190953536015
-15.093118838343358,5.093118838343358
-13.237415408206818,3.237415408206818
3.168921177735564,-13.168921177735564
12.359223151904263,-22.359223151904263
-9.761105080046953,-0.23889491995304724
-5.355921850042629,-4.644078149957371
-7.296556771682356,-2.7034432283176435
-19.34099613046296,9.340996130462958
-6.641631632000876,-3.358368367999124
-13.480003184732306,3.480003184732306
-10.870766345663231,0.870766345663232
-8.56511292949723,-1.4348870705027696
-23.459342510774672,13.459342510774672
-15.412905797003246,5.412905797003246
-1.6418596250839559,-8.358140374916044
-28.440871991749656,18.440871991749656
-29.610105985469367,19.610105985469367
-29.886656241097818,19.886656241097818
-46.30084636092333,36.30084636092333
-31.453597759659267,21.453597759659267
-23.764253922701204,13.764253922701204
-42.8018590500748,32.8018590500748
-32.594549169750834,22.59454916975083
-18.131171614464755,8.131171614464757
-14.535218794311726,4.535218794311726
-20.903202683055746,10.903202683055746
0.19833327551983881,-10.19833327551984
-48.34348551000229,38.34348551000229
-46.26365773786602,36.26365773786602
-30.781554021209267,20.781554021209267
-16.73076048991136,6.73076048991136
-42.40368421150621,32.40368421150621
-32.86116692081339,22.86116692081339
-37.655191753573945,27.655191753573945
-49.65315181985763,39.65315181985763
-45.83218755340409,35.83218755340409
-59.55629407155944,49.55629407155944
-35.48790989536687,25.487909895366865
-30.31270029311876,20.31270029311876
-49.85983221409619,39.85983221409619
-40.637538662312416,30.637538662312416
-39.297114918149134,29.297114918149134
-52.051902457875215,42.051902457875215
-45.820942271615486,35.820942271615486
-55.7653649105011,45.7653649105011
-59.46365304874744,49.46365304874744
-44.86736790770942,34.86736790770942
-59.98908757406686,49.98908757406686
-66.86285187390229,56.86285187390228
-51.304187745036046,41.304187745036046
-71.97083521441577,61.97083521441577
-68.48666322064074,58.48666322064074
-55.99164026505728,45.99164026505728
-60.49937383170338,50.49937383170338
-70.9819233208158,60.981923320815795
-52.49256797857405,42.49256797857405
-70.72334609538653,60.72334609538653
-40.27142044406965,30.271420444069648
-65.3668181005758,55.3668181005758
-60.86759160915877,50.86759160915877
-59.92863971755709,49.92863971755709
-60.333145005241114,50.333145005241114
-46.70520851455293,36.70520851455293
-47.109386397467944,37.109386397467944
-46.19091696907565,36.19091696907565
-40.10504494462943,30.105044944629427
-13.609835254015879,3.609835254015879
-52.687147850270584,42.687147850270584
-24.570333257381556,14.570333257381556
-9.974586276244828,-0.025413723755171702
24.467389121697575,-34.46738912169758
21.89955649902768,-31.89955649902768
20.182260394910532,-30.182260394910532
26.599920059770913,-36.59992005977091
16.987410883453773,-26.987410883453773
14.900150263711584,-24.900150263711584
7.632380454045395,-17.632380454045396
14.28203757174396,-24.28203757174396
10.5776314128101,-20.5776314128101
20.94908670354908,-30.94908670354908
-3.855048794990118,-6.144951205009882
26.236870590533442,-36.23687059053344
21.36425427009327,-31.36425427009327
28.242664705262612,-38.24266470526261
33.026538825172416,-43.026538825172416
25.52849361250815,-35.52849361250815
31.419652281046126,-41.419652281046126
26.257717488024788,-36.25771748802479
27.536155261450283,-37.53615526145028
22.959404566343316,-32.959404566343316
20.70346731637938,-30.70346731637938
22.024060590848958,-32.02406059084896
25.259185217330938,-35.25918521733094
28.436248193609096,-38.436248193609096
34.299941090254514,-44.299941090254514
15.709437126256674,-25.709437126256674
18.397734282488937,-28.397734282488937
22.6413558691157,-32.6413558691157
26.089096253529274,-36.08909625352928
20.98627559305178,-30.98627559305178
30.43398616879786,-40.43398616879786
28.97110048454288,-38.97110048454288
21.374563513653236,-31.374563513653236
23.169984686574107,-33.16998468657411
10.907865745525687,-20.907865745525687
21.362374507933122,-31.362374507933122
24.148435926573708,-34.14843592657371
21.248588681212464,-31.248588681212464
20.95113615519512,-30.95113615519512
23.526419665078702,-33.526419665078706
21.88463817251188,-31.88463817251188
19.917218619142265,-29.917218619142265
19.130173491765547,-29.130173491765547
5.959966591453041,-15.95996659145304
6.650169431427177,-16.650169431427177
-4.0641380930459645,-5.9358619069540355
-13.313081415181678,3.313081415181678
-8.35756670172414,-1.64243329827586
-10.72365727457192,0.723657274571921
-12.390169327888083,2.390169327888083
-0.9119891425272293,-9.08801085747277
-13.920996299766367,3.920996299766367
-14.688073340250629,4.688073340250629
-6.56155840930644,-3.43844159069356
-11.97993667594205,1.9799366759420503
-9.429534025619278,-0.5704659743807223
-13.194497675983204,3.1944976759832038
-0.661422250449986,-9.338577749550014
-23.06399022697625,13.063990226976252
-17.9684518028878,7.968451802887797
5.783093865633022,-15.783093865633022
-7.320543537443695,-2.6794564625563053
-9.19251595864119,-0.8074840413588102
-5.1144755644905135,-4.8855244355094865
-6.632246954089485,-3.367753045910515
-12.673634176752419,2.673634176752418
-18.222218013543273,8.222218013543273
-0.29215724851571334,-9.707842751484286
-13.15792688045703,3.1579268804570297
0.8131682957251885,-10.813168295725188
-30.292640881212087,20.292640881212087
-23.269049168965736,13.269049168965736
-9.650112146623483,-0.34988785337651684
